Month/Year,Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,AQI(Monthly)
,10/08/2021,Chennai-AlandurBusDepot,14.08,28.16,11.47,15,7.64,0.7,5.63,36.00 
,11/08/2021,Chennai-AlandurBusDepot,26.05,52.1,11.48,14.99,7.75,0.7,4.15,43.00 
,12/08/2021,Chennai-AlandurBusDepot,25.3,50.59,11.48,15.02,7.67,0.7,3.72,51.00 
,13/08/2021,Chennai-AlandurBusDepot,31.06,62.13,11.48,14.99,8.24,0.7,4.03,63.00 
,14/08/2021,Chennai-AlandurBusDepot,30.07,60.63,11.47,14.99,8.27,0.7,4.54,58.00 
,15/08/2021,Chennai-AlandurBusDepot,29.36,58.68,11.47,15,8.24,0.7,3.67,62.00 
,16/08/2021,Chennai-AlandurBusDepot,36.04,72.08,11.46,14.99,9.01,0.7,3.81,68.00 
,17/08/2021,Chennai-AlandurBusDepot,30.74,61.49,11.48,15,10.71,0.7,3.25,60.00 
,18/08/2021,Chennai-AlandurBusDepot,27.93,55.64,11.49,15.01,11.43,0.7,2.02,60.00 
,19/08/2021,Chennai-AlandurBusDepot,25.46,50.49,11.48,14.99,11.45,0.7,1.8,51.00 
,20/08/2021,Chennai-AlandurBusDepot,24.87,49.67,11.46,15.01,11.52,0.7,2,49.00 
,21/08/2021,Chennai-AlandurBusDepot,24.78,49.6,11.46,14.99,11.52,0.7,14.03,57.00 
,22/08/2021,Chennai-AlandurBusDepot,24.85,49.78,11.51,15.01,11.84,0.7,1.14,51.00 
,23/08/2021,Chennai-AlandurBusDepot,24.79,49.64,11.47,14.99,11.87,0.7,0.71,47.00 
,24/08/2021,Chennai-AlandurBusDepot,31.8,63.6,11.48,15.01,12.23,0.7,3.51,50.00 
,25/08/2021,Chennai-AlandurBusDepot,25.05,50.09,11.48,15,12.43,0.7,0.95,42.00 
,26/08/2021,Chennai-AlandurBusDepot,26.69,53.36,11.49,14.99,12.74,0.7,5.05,53.00 
,27/08/2021,Chennai-AlandurBusDepot,23.3,46.53,11.5,15,11.66,0.7,4.54,51.00 
,28/08/2021,Chennai-AlandurBusDepot,17.07,34.14,11.47,14.99,11.64,0.7,3.98,37.00 
,29/08/2021,Chennai-AlandurBusDepot,15.66,31.33,11.48,14.99,14.6,0.7,3.79,35.00 
,30/08/2021,Chennai-AlandurBusDepot,21.57,43.14,11.47,14.98,61.85,0.69,0.62,54.00 
,31/08/2021,Chennai-AlandurBusDepot,25.66,51.24,11.49,15.01,79.2,0.7,0.25,96.00 
Sep/21,01/09/2021,Chennai-AlandurBusDepot,36.94,73.88,11.48,14.99,50.07,0.72,0.21,87.00 
,02/09/2021,Chennai-AlandurBusDepot,31.79,63.58,11.48,14.99,19.46,0.71,10.33,66.00 
,03/09/2021,Chennai-AlandurBusDepot,22.06,44.12,11.49,15,20.46,0.71,12.75,52.00 
,04/09/2021,Chennai-AlandurBusDepot,24.4,48.8,12.72,15,22.41,0.71,22.62,48.00 
,05/09/2021,Chennai-AlandurBusDepot,24,48.23,14.04,15.01,23.34,0.71,33.41,54.00 
,06/09/2021,Chennai-AlandurBusDepot,29.67,59.34,13.99,15,20.69,0.72,11.24,59.00 
,07/09/2021,Chennai-AlandurBusDepot,20.96,41.92,14,14.99,19.97,0.71,9.92,41.00 
,08/09/2021,Chennai-AlandurBusDepot,25.97,51.94,13.99,15,20.89,0.71,8.1,48.00 
,09/09/2021,Chennai-AlandurBusDepot,24.23,48.46,14,15.01,21.07,0.71,11.02,48.00 
,10/09/2021,Chennai-AlandurBusDepot,24.62,49.24,14.01,14.99,18.87,0.71,6.2,53.00 
,11/09/2021,Chennai-AlandurBusDepot,25.12,50.35,14.02,15,17.95,0.71,11.16,47.00 
,12/09/2021,Chennai-AlandurBusDepot,24.75,49.5,14,14.99,17.73,0.71,10.05,53.00 
,13/09/2021,Chennai-AlandurBusDepot,24.12,48.23,14,14.99,17.63,0.71,8.45,46.00 
,14/09/2021,Chennai-AlandurBusDepot,25.65,51.21,14,15,17.24,0.71,8.92,53.00 
,15/09/2021,Chennai-AlandurBusDepot,28.64,57.29,13.99,14.99,16.07,0.71,13.62,51.00 
,16/09/2021,Chennai-AlandurBusDepot,30.32,60.33,13.99,15,15.51,0.71,17.73,62.00 
,17/09/2021,Chennai-AlandurBusDepot,35.23,70.46,14.03,15,15.46,0.71,15.38,67.00 
,18/09/2021,Chennai-AlandurBusDepot,29.23,58.53,14.01,15,14.78,0.71,8.74,60.00 
,19/09/2021,Chennai-AlandurBusDepot,27.39,54.78,14.01,15,14.1,0.7,13.16,61.00 
,20/09/2021,Chennai-AlandurBusDepot,22.25,44.5,14,15.01,13.77,0.71,13.21,46.00 
,21/09/2021,Chennai-AlandurBusDepot,25.57,51.2,14,14.99,14.97,0.71,9.63,48.00 
,22/09/2021,Chennai-AlandurBusDepot,21.78,43.78,14,15,19.06,0.71,77.57,120.00 
,23/09/2021,Chennai-AlandurBusDepot,33.23,66.47,14.01,15,11.95,0.71,1.77,59.00 
,24/09/2021,Chennai-AlandurBusDepot,37.72,75.39,13.97,15.01,12.93,0.71,4.08,73.00 
,25/09/2021,Chennai-AlandurBusDepot,30.08,60.42,14.01,14.99,12.2,0.71,1.79,66.00 
,26/09/2021,Chennai-AlandurBusDepot,20.6,41.07,13.97,15.01,12.11,0.71,0.88,47.00 
,27/09/2021,Chennai-AlandurBusDepot,23.07,46.14,14,14.99,12.26,0.71,2.04,43.00 
,28/09/2021,Chennai-AlandurBusDepot,27.69,55.72,14.02,14.99,12.33,0.7,3.9,49.00 
,29/09/2021,Chennai-AlandurBusDepot,34.21,68.43,14.01,15.01,11.73,0.71,10.7,67.00 
,30/09/2021,Chennai-AlandurBusDepot,37.47,75.24,13.99,15,13.18,0.71,28.53,77.00 
Oct/21,01/10/2021,Chennai-AlandurBusDepot,17.84,35.68,13.99,15.01,23.71,0.7,2.35,36.00 
,02/10/2021,Chennai-AlandurBusDepot,13,26.03,14.01,15,19.3,0.7,4.56,36.00 
,03/10/2021,Chennai-AlandurBusDepot,9.47,18.99,14,15,9.98,0.71,1.96,36.00 
,04/10/2021,Chennai-AlandurBusDepot,14.11,28.34,13.97,15,11.64,0.71,2.44,36.00 
,05/10/2021,Chennai-AlandurBusDepot,11.65,23.32,14.01,15,16.88,0.71,3.33,36.00 
,06/10/2021,Chennai-AlandurBusDepot,16.21,31.95,14,15,14.95,0.71,3.27,35.00 
,07/10/2021,Chennai-AlandurBusDepot,18.51,36.96,14.02,15.01,14.84,0.71,4.37,42.00 
,08/10/2021,Chennai-AlandurBusDepot,20.81,41.87,13.67,15.98,14.71,0.71,3.75,35.00 
,09/10/2021,Chennai-AlandurBusDepot,17.89,35.37,12.87,18.29,12.81,0.71,4.76,48.00 
,10/10/2021,Chennai-AlandurBusDepot,21.46,43.01,13.07,18.79,13.6,0.71,10.57,38.00 
,11/10/2021,Chennai-AlandurBusDepot,28.13,56.26,12.99,18.52,13.88,0.71,12.6,46.00 
,12/10/2021,Chennai-AlandurBusDepot,20.13,40.26,13.04,18.5,14.5,0.71,17.91,57.00 
,19/10/2021,Chennai-AlandurBusDepot,41.11,82.63,13.22,18.2,13.59,0.74,11.27,83.00 
,20/10/2021,Chennai-AlandurBusDepot,37.01,74.48,13.04,18.25,12.85,0.72,11.15,78.00 
,21/10/2021,Chennai-AlandurBusDepot,32.72,65.15,13.06,18.5,12.69,0.71,10.72,73.00 
,22/10/2021,Chennai-AlandurBusDepot,20.81,41.62,12.69,18.34,12.82,0.71,8.92,47.00 
,23/10/2021,Chennai-AlandurBusDepot,19.15,38.16,12.95,17.71,12.42,0.7,8.68,40.00 
,24/10/2021,Chennai-AlandurBusDepot,21.68,43.36,13.01,18.58,12.48,0.72,9.48,41.00 
,25/10/2021,Chennai-AlandurBusDepot,38.76,78.05,12.89,16.96,13.46,0.72,10.75,56.00 
,26/10/2021,Chennai-AlandurBusDepot,53.29,106.6,13.08,18.22,17.02,0.71,11.74,104.00 
,27/10/2021,Chennai-AlandurBusDepot,61.97,123.94,13.01,18.29,16.24,0.73,13.72,112.00 
,28/10/2021,Chennai-AlandurBusDepot,54.54,109.61,21.32,25.53,17.44,0.72,15.66,111.00 
,29/10/2021,Chennai-AlandurBusDepot,53.9,73.28,20.44,45.25,21.87,0.72,0.79,90.00 
,30/10/2021,Chennai-AlandurBusDepot,30.04,43.91,16.71,42.3,23.59,0.71,10.7,36.00 
,31/10/2021,Chennai-AlandurBusDepot,21.22,42.44,19.46,37.69,24.3,0.71,0.85,51.00 
Nov/21,01/11/2021,Chennai-AlandurBusDepot,12.16,24.32,19.49,36.3,23.67,0.71,7.33,35.00 
,02/11/2021,Chennai-AlandurBusDepot,15.69,31.57,15.46,37.13,25.45,0.72,9.37,36.00 
,03/11/2021,Chennai-AlandurBusDepot,27.82,54.47,17.03,32.64,15.24,0.79,8.6,36.00 
,04/11/2021,Chennai-AlandurBusDepot,56.5,74.16,22.45,31.41,18.59,1.27,10.87,63.00 
,05/11/2021,Chennai-AlandurBusDepot,41.64,65.54,26.16,25.31,27.37,0.99,8.65,120.00 
,06/11/2021,Chennai-AlandurBusDepot,17.48,42,33.69,28.85,5.81,1.05,11.17,55.00 
,07/11/2021,Chennai-AlandurBusDepot,15.66,39.1,39.55,21.98,2.68,0.95,23.17,45.00 
,08/11/2021,Chennai-AlandurBusDepot,43.58,82.05,30.95,16.84,7.32,1.03,6.93,79.00 
,09/11/2021,Chennai-AlandurBusDepot,31.6,63.62,14.94,23.28,4.55,1.15,8.7,60.00 
,10/11/2021,Chennai-AlandurBusDepot,31.31,63.16,12.41,34.02,16.57,0.88,13.44,66.00 
,11/11/2021,Chennai-AlandurBusDepot,33.45,66.22,7.6,23.97,7.28,0.85,23.41,51.00 
,12/11/2021,Chennai-AlandurBusDepot,10.25,30.79,10.67,15.59,27.28,1.08,12.52,56.00 
,13/11/2021,Chennai-AlandurBusDepot,17.67,42.09,11.15,13.2,46.87,1.45,10.41,65.00 
,14/11/2021,Chennai-AlandurBusDepot,16.08,39.74,9.95,14.4,66.53,1.35,7.26,81.00 
,15/11/2021,Chennai-AlandurBusDepot,14.53,37.36,5.09,38.47,43.82,1.11,10.12,57.00 
,16/11/2021,Chennai-AlandurBusDepot,16.25,39.99,6.8,61.17,41.89,0.84,12.83,60.00 
,17/11/2021,Chennai-AlandurBusDepot,14.23,36.9,6.57,31.17,21.15,0.57,12.14,39.00 
,18/11/2021,Chennai-AlandurBusDepot,8.33,27.85,9.5,42.53,16.34,0.4,14.66,28.00 
,19/11/2021,Chennai-AlandurBusDepot,8.35,27.84,6.18,28.9,16.23,0.57,11.21,26.00 
,20/11/2021,Chennai-AlandurBusDepot,10.02,30.42,6.98,30.41,18.91,0.67,10.72,33.00 
,21/11/2021,Chennai-AlandurBusDepot,11.35,32.46,11.6,41.06,18.27,0.59,17.78,33.00 
,22/11/2021,Chennai-AlandurBusDepot,14,36.55,4.4,35.27,21.71,0.85,14.84,42.00 
,23/11/2021,Chennai-AlandurBusDepot,13.52,35.81,6.85,16.89,22.37,0.66,11.59,36.00 
,24/11/2021,Chennai-AlandurBusDepot,16.07,39.72,7.16,16.79,22.59,0.69,10.96,37.00 
,25/11/2021,Chennai-AlandurBusDepot,17.87,42.49,8.66,12.6,19.38,0.56,13.86,42.00 
,26/11/2021,Chennai-AlandurBusDepot,11.5,32.68,16.04,16.9,21.05,0.54,66.31,64.00 
,27/11/2021,Chennai-AlandurBusDepot,12.39,34.04,28.73,20.88,18.74,0.47,62.65,34.00 
,28/11/2021,Chennai-AlandurBusDepot,7.37,26.34,15.5,22,18.92,0.46,67.51,66.00 
,29/11/2021,Chennai-AlandurBusDepot,8.47,28.03,13.05,26,21.21,0.55,80.42,79.00 
,30/11/2021,Chennai-AlandurBusDepot,13.6,36.1,10.98,13.19,23.62,0.53,67.11,80.00 
Dec/21,01/12/2021,Chennai-AlandurBusDepot,23.4,50.89,16.56,19.21,18.65,0.47,14.3,44.00 
,02/12/2021,Chennai-AlandurBusDepot,26.18,55.26,18.33,15.6,19.07,0.66,21.75,54.00 
,03/12/2021,Chennai-AlandurBusDepot,26.36,55.56,17.18,15.18,19.08,0.7,20.96,59.00 
,04/12/2021,Chennai-AlandurBusDepot,22.05,48.92,17.21,15.37,18.78,0.69,37.43,55.00 
,05/12/2021,Chennai-AlandurBusDepot,30.49,61.91,17.89,23.04,23.11,0.83,13.93,59.00 
,06/12/2021,Chennai-AlandurBusDepot,32.54,65.06,11.63,13.76,20.81,0.73,14.42,64.00 
,07/12/2021,Chennai-AlandurBusDepot,25.72,54.56,13.36,17.09,23.69,0.76,14.83,58.00 
,08/12/2021,Chennai-AlandurBusDepot,17.11,41.33,14.43,13.2,22.62,0.71,14.55,47.00 
,10/12/2021,Chennai-AlandurBusDepot,19.73,45.36,14.75,18.26,19.09,0.59,13.87,45.00 
,11/12/2021,Chennai-AlandurBusDepot,15.62,39.04,11.74,15.29,20.23,0.5,16.2,38.00 
